C4,1619203006.786984,768,ENDURANCE,(2.5, 1.0),3,3,2e-08,50000
C4,1619203006.788982,768,RESET,2.5,0,3,1e-06
C4,1619203006.800975,768,READ,119850.96971390293,8.343695527763411e-06,1.660978235414938e-06,0.0009301478118323652
C4,1619203006.803974,768,SET,1.0,3,0,1e-06
C4,1619203006.8109684,768,READ,21677.636065579758,4.613049121106995e-05,8.993761720454067e-06,0.005036506563454278
C4,1619203006.8369513,768,ENDURANCE,(2.5, 1.0),3,3,2e-08,50000
C4,1619203006.8419483,768,RESET,2.5,0,3,1e-06
C4,1619203006.8519413,768,READ,146991.64946067895,6.803107548415567e-06,1.3554575684584132e-06,0.0007590562383367114
C4,1619203006.8569386,768,SET,1.0,3,0,1e-06
C4,1619203006.865933,768,READ,11380.775609749502,8.786747356158538e-05,1.6749330741690042e-05,0.009379625215346424
C4,1619203006.8939157,768,ENDURANCE,(2.5, 1.0),3,3,2e-08,50000
C4,1619203006.8989124,768,RESET,2.5,0,3,1e-06
C4,1619203006.9059095,768,READ,49545.03010460752,2.018365914580408e-05,3.991615204749843e-06,0.0022353045146599124
C4,1619203006.9079075,768,SET,1.0,3,0,1e-06
C4,1619203006.9139037,768,READ,29555.974144295367,3.3834107281252006e-05,6.640993880580962e-06,0.003718956573125339
C4,1619203006.9408867,768,ENDURANCE,(2.5, 1.0),3,3,2e-08,50000
C4,1619203006.9478846,768,RESET,2.5,0,3,1e-06
C4,1619203006.959876,768,READ,37419.43944397275,2.6724077507822548e-05,5.2660071588218125e-06,0.002948964008940215
C4,1619203006.9628754,768,SET,1.0,3,0,1e-06
C4,1619203006.970868,768,READ,30792.089853340847,3.24758730168327e-05,6.3791600794576125e-06,0.003572329644496263
C4,1619203007.00085,768,ENDURANCE,(2.5, 1.0),3,3,2e-08,50000
C4,1619203007.0038476,768,RESET,2.5,0,3,1e-06
C4,1619203007.0088449,768,READ,45489.82260039225,2.1982939102325215e-05,4.343122051425589e-06,0.00243214834879833
C4,1619203007.0118427,768,SET,1.0,3,0,1e-06
C4,1619203007.0168402,768,READ,24025.217140722074,4.162293286019995e-05,8.134969842048991e-06,0.004555583111547435
C4,1619203007.0438228,768,ENDURANCE,(2.5, 1.0),3,3,2e-08,50000
C4,1619203007.04882,768,RESET,2.5,0,3,1e-06
C4,1619203007.0568156,768,READ,45118.01553530394,2.216409538707482e-05,4.378473925720846e-06,0.002451945398403674
C4,1619203007.0588155,768,SET,1.0,3,0,1e-06
C4,1619203007.0668104,768,READ,18373.427992377416,5.442642496625398e-05,1.0563327469305604e-05,0.005915463382811138
C4,1619203007.0957916,768,ENDURANCE,(2.5, 1.0),3,3,2e-08,50000
C4,1619203007.098789,768,RESET,2.5,0,3,1e-06
C4,1619203007.1037867,768,READ,59546.94800366365,1.6793471933078327e-05,3.327402349355844e-06,0.0018633453156392727
C4,1619203007.1067848,768,SET,1.0,3,0,1e-06
C4,1619203007.1117806,768,READ,12486.244380531962,8.008813295046178e-05,1.5330082295441794e-05,0.008584846085447405
C4,1619203007.1387649,768,ENDURANCE,(2.5, 1.0),3,3,2e-08,50000
C4,1619203007.1447606,768,RESET,2.5,0,3,1e-06
C4,1619203007.1537566,768,READ,74054.77386317107,1.3503518380161041e-05,2.6804343113973777e-06,0.0015010432143825316
C4,1619203007.1577542,768,SET,1.0,3,0,1e-06
C4,1619203007.1647484,768,READ,11307.262022537776,8.843873945848142e-05,1.685308705750062e-05,0.009437728752200347
C4,1619203007.1937344,768,ENDURANCE,(2.5, 1.0),3,3,2e-08,50000
C4,1619203007.1967292,768,RESET,2.5,0,3,1e-06
C4,1619203007.2017252,768,READ,84884.10812449153,1.1780768180227496e-05,2.3407114239942828e-06,0.0013107983974367983
C4,1619203007.2047236,768,SET,1.0,3,0,1e-06
C4,1619203007.2107215,768,READ,11228.853359169827,8.90562881189796e-05,1.696517836863517e-05,0.009500499886435695
C4,1619203007.2387025,768,ENDURANCE,(2.5, 1.0),3,3,2e-08,50000
C4,1619203007.2436993,768,RESET,2.5,0,3,1e-06
C4,1619203007.2516947,768,READ,70642.04224991897,1.4155876134811872e-05,2.8089081953295743e-06,0.0015729885893845615
C4,1619203007.2566912,768,SET,1.0,3,0,1e-06
C4,1619203007.2676847,768,READ,15854.5120480058,6.307352739536258e-05,1.2184340260318492e-05,0.006823230545778356
C4,1619203007.2966666,768,ENDURANCE,(2.5, 1.0),3,3,2e-08,50000
C4,1619203007.299665,768,RESET,2.5,0,3,1e-06
C4,1619203007.3056617,768,READ,91193.2288764888,1.0965726428596908e-05,2.179759801905443e-06,0.001220665489067048
C4,1619203007.3086615,768,SET,1.0,3,0,1e-06
C4,1619203007.318653,768,READ,11307.46441041525,8.84371565281165e-05,1.685279964475595e-05,0.009437567801063331
C4,1619203007.350635,768,ENDURANCE,(2.5, 1.0),3,3,2e-08,50000
C4,1619203007.3556304,768,RESET,2.5,0,3,1e-06
C4,1619203007.365626,768,READ,46687.33887332362,2.1419083291795488e-05,4.2330426383637505e-06,0.0023705038774837002
