772	8333.244312712755	999
772	46390.86852040065	999
772	8931.901136783445	1999
772	44672.63857254165	1999
772	9110.23937507412	2999
772	23166.006019275086	2999
772	8899.51395920099	3999
772	32170.929565855626	3999
772	8129.027967752045	4999
772	20290.99270783374	4999
772	8646.334308203368	5999
772	30223.44011744588	5999
772	8623.977349759114	6999
772	29278.330818039867	6999
772	9035.167797384538	7999
772	56426.18455760079	7999
772	7745.215955963275	8999
772	56486.9172388328	8999
772	8039.473662572396	9999
772	46451.134930456064	9999
772	9248.453706366063	10999
772	36896.094128550554	10999
772	8952.922434599166	11999
772	46514.74062518019	11999
772	8053.951061135394	12999
772	34068.48787589506	12999
772	8580.90825726318	13999
772	33394.303647446	13999
772	8370.680877389477	14999
772	50813.83476983839	14999
772	8445.575110928356	15999
772	51977.45046577516	15999
772	9625.464205396056	16999
772	21649.95529046511	16999
772	7443.091918555814	17999
772	42634.228304505414	17999
772	8412.018599087964	18999
772	30378.09602584341	18999
772	7859.164912542421	19999
772	26261.610768864095	19999
772	8263.330687854683	20999
772	33088.9127082349	20999
772	9975.043772344487	21999
772	38308.303816559695	21999
772	9692.846996028096	22999
772	34939.40916945519	22999
772	9454.978522593728	23999
772	40236.103821463694	23999
772	8843.015630728394	24999
772	24155.325135205145	24999
772	8615.258504748	25999
772	22896.483669830453	25999
772	8433.238077098044	26999
772	28192.15971760095	26999
772	9246.242137446521	27999
772	26798.358242952152	27999
772	8385.030939548678	28999
772	22138.244572938853	28999
772	8537.646482825141	29999
772	26104.362875624716	29999
772	8655.478456036946	30999
772	93678.40171632671	30999
772	8065.375675471036	31999
772	74814.49539367753	31999
772	9140.706141535451	32999
772	36475.464292752644	32999
772	8672.473728196901	33999
772	49697.01648092041	33999
772	8252.380307191082	34999
772	52795.19772996884	34999
772	8859.052599316832	35999
772	43026.53288994524	35999
772	8317.247442978218	36999
772	36412.495715493314	36999
772	9181.446552601956	37999
772	62447.785746980626	37999
772	8212.386674752335	38999
772	67775.23598343623	38999
772	9381.435816935107	39999
772	41549.4750084403	39999
772	8790.328152137869	40999
772	59666.59949681197	40999
772	9135.569992392566	41999
772	47216.09195866715	41999
772	8168.920367653058	42999
772	39948.74128041179	42999
772	8744.817459471771	43999
772	41664.458039370526	43999
772	9162.527700015191	44999
772	40399.393377500055	44999
772	7918.869445086415	45999
772	26910.68161744118	45999
772	9094.139985523107	46999
772	49628.146677883546	46999
772	8481.615173758464	47999
772	28443.82445768108	47999
772	8519.129287650718	48999
772	28393.139677763695	48999
772	9694.962354159916	49999
772	27613.60215253319	49999
772	8595.581038529206	50999
772	100376.46781364757	50999
