18433	51874.52168021409
18435	2626968.2653615586
18437	140101.80296506695
18439	180793.09313904104
18441	108765.30601378523
18443	74078.7836968109
18445	61288.55095843315
18447	46403.54337092593
18449	43691.76237475038
18451	31548.69302424573
18453	26985.714211571198
18455	20633.925687010513
18457	24330.366287886547
18459	22592.888387505187
18461	21375.508105533
18463	20737.712383257236
18465	17883.645591120716
18467	15913.187973187265
18469	14684.719575638464
18471	14869.96275222182
18473	13723.73092060296
18475	12044.800303061736
18477	11926.508130388767
18479	12003.608927095644
18481	11028.985886576964
18483	11110.618924683904
18485	11124.336372800031
18487	9881.930884686433
18489	9768.020688046086
18491	9575.320967721073
18493	8795.356491997982
18495	9107.418108237469
18497	176953.02145028615
18499	385663.12643454364
18501	582701.4139969285
18503	51902.19359063753
18505	425811.96416705707
18507	106626.6426768958
18509	30951.100226362752
18511	25358.50107758686
18513	42354.52562084613
18515	227213.94385964156
18517	27442.406787953907
18519	48009.74513056686
18521	25913.64991858615
18523	21146.286590750613
18525	32467.649503863868
18527	21491.594549476864
18529	20086.219750359345
18531	18640.912373377632
18533	13998.969476299122
18535	15308.747293606832
18537	12802.66090502893
18539	12367.003325363614
18541	12525.49740247368
18543	11604.757584179179
18545	12222.391234554827
18547	11029.564930074408
18549	10206.670785631857
18551	9729.23146314219
18553	9496.662942896985
18555	8897.84255579356
18557	8886.159240854044
18559	9702.52433713314
18561	139206.8424122369
18563	129305.23329255811
18565	293791.06930690905
18567	66336.53757602982
18569	102882.22972980785
18571	58606.58333166432
18573	43373.264721250416
18575	83359.06618961104
18577	33984.25479342165
18579	32604.595382123094
18581	24843.765466831814
18583	23551.573483409265
18585	23875.002245999884
18587	21046.537312731147
18589	19588.836467485125
18591	17277.998868011753
18593	15976.60653725461
18595	14067.830013054892
18597	15097.721264461106
18599	17784.941200593188
18601	13693.303308467697
18603	13584.369096404429
18605	12410.132649799389
18607	11698.405089145588
18609	11151.079811470809
18611	10140.445986061153
18613	9721.933925702533
18615	10043.59173876499
18617	9646.528910449877
18619	9293.03503077826
18621	8499.153869819293
18623	7862.119970107789
18625	335923.25621010084
18627	364137.2015907358
18629	104633.61875831362
18631	98805.42794014215
18633	27206.642228707013
18635	30242.51707047848
18637	39925.17334209914
18639	18445.30604291671
18641	30245.244278084385
18643	32494.320066638815
18645	65310.677518056546
18647	25724.65278778413
18649	23877.57660485531
18651	21282.55535377032
18653	18708.96856523733
18655	17598.720264255015
18657	16786.20503696325
18659	14562.47041293404
18661	14950.787420243394
18663	13677.264130708661
18665	12780.885117866543
18667	12422.231416724593
18669	14168.141392545194
18671	12425.380794374361
18673	10981.126148635556
18675	10199.845062682674
18677	9539.428651325989
18679	10068.8580330376
18681	9233.95846608498
18683	8821.464797820954
18685	9028.55701132884
18687	8473.985323018898
18689	892749.467536987
18691	246808.7795922372
18693	247337.5239059103
18695	94114.3314740247
18697	361104.4587097058
18699	628579.6703147136
18701	28219.50983462786
18703	34612.83844735136
18705	30769.50500812054
18707	31547.211521195128
18709	57053.6999040394
18711	37718.19320456535
18713	25209.72649938418
18715	20597.195621322295
18717	26654.981016049973
18719	19053.852075815706
18721	17407.887035810316
18723	14418.915176837525
18725	14616.229461808818
18727	13119.999809715951
18729	13729.30385164407
18731	13433.615826117675
18733	11467.04267594492
18735	11205.134557695214
18737	10736.256108156984
18739	10210.33693995855
18741	10016.355127206507
18743	9299.037782210007
18745	8972.469790900592
18747	8864.41041956901
18749	9198.112364586768
18751	8486.316877525094
18753	207295.60643842467
18755	115667.69550767052
18757	360916.58631688764
18759	45331.89988170149
18761	3446307.049915513
18763	27760.36922160609
18765	45676.46910314429
18767	33810.22017229441
18769	32967.31975160638
18771	23903.350060663564
18773	26378.94405679444
18775	22823.179829699566
18777	20549.060108212176
18779	21492.992252824326
18781	17625.295122978856
18783	18327.690178012388
18785	16707.86354955892
18787	14196.56321383845
18789	16237.672708008216
18791	13734.000220504147
18793	12837.392469048009
18795	12640.177839270598
18797	11689.126437312372
18799	12110.20997766105
18801	11091.663614027004
18803	10054.914305237244
18805	10087.0723203278
18807	9676.407221958916
18809	8868.752168255298
18811	8762.14415927016
18813	8802.15333446949
18815	8025.574461132475
18817	3722780.9394161045
18819	620233.7114744228
18821	86064.76731337282
18823	2078081.125600914
18825	56806.7172539919
18827	36534.69245985139
