18433	0.0	1.0203332990083028e-06
18433	0.01	2.1791849746936363e-06
18433	0.02	3.407878159939916e-06
18433	0.03	4.544886406408781e-06
18433	0.04	5.494788393987156e-06
18433	0.05	6.894780100688382e-06
18433	0.06	8.172908439000366e-06
18433	0.07	9.655387860095703e-06
18433	0.08	1.0759056141055805e-05
18433	0.09	1.2534697457762323e-05
18433	0.1	1.3778048762391136e-05
18433	0.11	1.4901261178017502e-05
18433	0.12	1.575085583164878e-05
18433	0.13	1.7602374361142094e-05
18433	0.14	1.8670978197002423e-05
18433	0.15	1.9524309234268788e-05
18433	0.16	2.080761104912695e-05
18433	0.17	2.268528423564341e-05
18433	0.18	2.3911103333875868e-05
18433	0.19	2.50070114773383e-05
18433	0.2	2.618540733286027e-05
18433	0.21	2.8120563264639685e-05
18433	0.22	2.9384320974469692e-05
18433	0.23	3.050006066957898e-05
18433	0.24	3.137034913025047e-05
18433	0.25	3.239756543236472e-05
18433	0.26	3.4385605495495834e-05
18433	0.27	3.577007694467063e-05
18433	0.28	3.6218154792519166e-05
18433	0.29	3.772592669414457e-05
18433	0.3	3.865685944299959e-05
18433	0.31	4.0671916411855395e-05
18433	0.32	4.213858817669874e-05
18433	0.33	4.297237512619296e-05
18433	0.34	4.4179512386509766e-05
18433	0.35000000000000003	4.5294389873294744e-05
18435	0.0	7.717205270234895e-07
18435	0.01	9.800953938818213e-07
18435	0.02	1.3321770657241137e-06
18435	0.03	2.2128123669533716e-06
18435	0.04	1.7756562660255037e-06
18435	0.05	2.082901415230729e-06
18435	0.06	2.0311669655772767e-06
18435	0.07	2.1742989433881844e-06
18435	0.08	2.5114351086662364e-06
18435	0.09	2.517758207617914e-06
18435	0.1	3.248076192582009e-06
18435	0.11	3.4679476052762273e-06
18435	0.12	3.851357362503305e-06
18435	0.13	4.276154679799566e-06
18435	0.14	3.7303562320380444e-06
18435	0.15	4.261783999253108e-06
18435	0.16	5.046997986574542e-06
18435	0.17	5.167999117114961e-06
18435	0.18	4.982329924386325e-06
18435	0.19	5.188118069888647e-06
18435	0.2	5.705749985440319e-06
18435	0.21	6.630072163461997e-06
18435	0.22	6.975830739820393e-06
18435	0.23	6.532064121209126e-06
18435	0.24	6.9252459436772025e-06
18435	0.25	6.709973147582343e-06
18435	0.26	7.269280038447514e-06
18435	0.27	8.048170930946795e-06
18435	0.28	8.428419141515754e-06
18435	0.29	7.956773401731668e-06
18435	0.3	8.683067603685802e-06
18435	0.31	9.24237449673318e-06
18435	0.32	9.02595204504574e-06
18435	0.33	9.884456511134546e-06
18435	0.34	9.712870583166037e-06
18435	0.35000000000000003	9.963207841664328e-06
18437	0.0	1.0260815710545084e-06
18437	0.01	1.9459399903025424e-07
18437	0.02	3.3283994521906836e-07
18437	0.03	1.1347239157303425e-06
18437	0.04	7.829296573649043e-07
18437	0.05	7.720079404314897e-07
18437	0.06	9.66586954060992e-07
18437	0.07	1.051948795785262e-06
18437	0.08	5.055755244006867e-07
18437	0.09	1.1614533816594715e-06
18437	0.1	1.0634453404433694e-06
18437	0.11	8.516215102265626e-07
18437	0.12	8.7001598100299e-07
18437	0.13	1.1108685860555107e-06
18437	0.14	1.4229997663583303e-06
18437	0.15	1.6385599737711268e-06
18437	0.16	1.6612656489193943e-06
18437	0.17	1.5807898381355093e-06
18437	0.18	1.8667663804822142e-06
18437	0.19	1.5741793250658924e-06
18437	0.2	1.4778957656702329e-06
18437	0.21	2.4007808683062333e-06
18437	0.22	1.7745066111564538e-06
18437	0.23	1.358044290364775e-06
18437	0.24	1.517271430518116e-06
18437	0.25	2.3223169524488316e-06
18437	0.26	1.460650949293031e-06
18437	0.27	1.744903009585488e-06
18437	0.28	1.608094131263428e-06
18437	0.29	2.326340742943766e-06
18437	0.3	2.129749833635868e-06
18437	0.31	2.0334662740996182e-06
18437	0.32	2.321742125372355e-06
18437	0.33	2.581276615698691e-06
18437	0.34	2.2013158225273182e-06
18437	0.35000000000000003	2.7244085937490095e-06
18439	0.0	7.498770924582236e-07
18439	0.01	7.28033657997784e-07
18439	0.02	1.118188797711314e-07
18439	0.03	1.974681350513628e-07
18439	0.04	4.190640280020693e-07
18439	0.05	3.776764682143909e-07
18439	0.06	1.006824859358868e-06
18439	0.07	1.0453382831563286e-06
18439	0.08	9.030685463903791e-07
18439	0.09	1.4413942373895844e-06
18439	0.1	1.628500497495886e-06
18439	0.11	1.2721076214913273e-06
18439	0.12	1.0617208587742737e-06
18439	0.13	1.4603635359006395e-06
18439	0.14	1.7388673238623705e-06
18439	0.15	1.9193630710722182e-06
18439	0.16	1.5790653567610262e-06
18439	0.17	1.9863304422874674e-06
18439	0.18	1.463237672087457e-06
18439	0.19	2.3266281571789694e-06
18439	0.2	1.7152994080715085e-06
18439	0.21	2.050423677300132e-06
18439	0.22	2.547074396271641e-06
18439	0.23	2.3993438004669804e-06
18439	0.24	1.980007342780894e-06
18439	0.25	2.6718119031007754e-06
18439	0.26	2.891970729044949e-06
18439	0.27	2.9712968854154365e-06
18439	0.28	3.2552615331020388e-06
18439	0.29	3.010097722963028e-06
18439	0.3	2.8571936822803528e-06
18439	0.31	3.0868371569431e-06
18439	0.32	2.900018310075306e-06
18439	0.33	2.8468467918651023e-06
18439	0.34	3.5909606305550418e-06
18439	0.35000000000000003	3.8366992682298165e-06
18441	0.0	6.328997535025192e-07
18441	0.01	8.800754577108387e-07
18441	0.02	1.2548628047106232e-06
18441	0.03	1.1002342825653897e-06
18441	0.04	1.6213151573036176e-06
18441	0.05	1.8779755111106749e-06
18441	0.06	2.794250101215956e-06
18441	0.07	2.6094431493966284e-06
18441	0.08	3.006648759456279e-06
18441	0.09	3.22939430814873e-06
18441	0.1	3.546986348245008e-06
18441	0.11	4.231318156596984e-06
18441	0.12	4.910763934575779e-06
18441	0.13	4.47676938084639e-06
18441	0.14	5.184956520600164e-06
18441	0.15	5.540199744831682e-06
18441	0.16	5.650566572016753e-06
18441	0.17	6.3897943831032294e-06
18441	0.18	6.828962383393964e-06
18441	0.19	7.120399787113157e-06
18441	0.2	7.362402049381665e-06
18441	0.21	7.418160290197275e-06
18441	0.22	7.839796060989784e-06
18441	0.23	8.189291015138742e-06
18441	0.24	8.933404861423282e-06
18441	0.25	9.452473848906565e-06
18441	0.26	9.557092404420856e-06
18441	0.27	1.0207509414208513e-05
18441	0.28	1.0063227779573294e-05
18441	0.29	1.0408411530764494e-05
18441	0.3	1.137412127766705e-05
18441	0.31	1.2179454228924073e-05
18441	0.32	1.1614111646540036e-05
18441	0.33	1.2609137584921723e-05
18441	0.34	1.315781017783967e-05
18441	0.35000000000000003	1.3424530014392085e-05
18443	0.0	2.2735915046971008e-07
18443	0.01	1.1436337375745404e-06
18443	0.02	7.355064120934793e-07
18443	0.03	1.2146248989572532e-06
18443	0.04	9.033559601249323e-07
18443	0.05	9.274987029494398e-07
18443	0.06	1.3540205001314634e-06
18443	0.07	1.433921483376882e-06
18443	0.08	1.347984814117869e-06
18443	0.09	1.3752891071504252e-06
18443	0.1	1.8322767472371502e-06
18443	0.11	1.5440008965456773e-06
18443	0.12	1.7825541926216662e-06
18443	0.13	1.3913842692947206e-06
18443	0.14	2.416013789774246e-06
18443	0.15	2.1438331006495217e-06
18443	0.16	2.1901066919811825e-06
18443	0.17	1.8196305482006447e-06
18443	0.18	2.377500366022758e-06
18443	0.19	2.26081044020369e-06
18443	0.2	2.7655087403798227e-06
18443	0.21	2.991990665160818e-06
18443	0.22	3.259860150513873e-06
18443	0.23	2.6358852019690235e-06
18443	0.24	2.955489136987345e-06
18443	0.25	3.3383240665395495e-06
18443	0.26	2.7146365310360115e-06
18443	0.27	3.082238539023569e-06
18443	0.28	3.81341876582314e-06
18443	0.29	3.350395437936266e-06
18443	0.3	3.3544192287093154e-06
18443	0.31	3.7260450278354777e-06
18443	0.32	2.14958137269627e-06
18443	0.33	2.669512594277257e-06
18443	0.34	5.097295368909153e-06
18443	0.35000000000000003	3.2213467267416153e-06
18445	0.0	8.843866616358022e-07
18445	0.01	1.0740796441859757e-06
18445	0.02	7.731575946812072e-07
18445	0.03	1.1123056542358014e-06
18445	0.04	1.5658443306357975e-06
18445	0.05	2.0668062532726794e-06
18445	0.06	1.6445956597189177e-06
18445	0.07	2.764933913271819e-06
18445	0.08	2.318293162343104e-06
18445	0.09	3.2403160254173616e-06
18445	0.1	3.5331904949067428e-06
18445	0.11	3.382298349044564e-06
18445	0.12	3.9657479796929726e-06
18445	0.13	3.8550937392124045e-06
18445	0.14	4.763895578959306e-06
18445	0.15	4.750099725527986e-06
18445	0.16	5.0352140285305045e-06
18445	0.17	4.9032911804972565e-06
18445	0.18	6.052658215742856e-06
18445	0.19	6.301270990613188e-06
18445	0.2	6.489526906834093e-06
18445	0.21	6.854542195205143e-06
18445	0.22	6.539249461990672e-06
18445	0.23	8.783374955073403e-06
18445	0.24	8.113988648207343e-06
18445	0.25	8.998072924336511e-06
18445	0.26	9.58410928393607e-06
18445	0.27	1.0453248054932672e-05
18445	0.28	1.0775438717105899e-05
18445	0.29	1.0754457523427634e-05
18445	0.3	1.144884881801344e-05
18445	0.31	1.1166321234287481e-05
18445	0.32	1.2575797605218999e-05
18445	0.33	1.2430366316305356e-05
18445	0.34	1.8921315459928345e-05
18445	0.35000000000000003	1.9471999955611854e-05
18447	0.0	6.918195434150531e-07
18447	0.01	7.17974181861122e-07
18447	0.02	6.952685066318729e-07
18447	0.03	1.229857820337404e-06
18447	0.04	1.1344365022670023e-06
18447	0.05	1.7147245805028941e-06
18447	0.06	1.2022661140843041e-06
18447	0.07	1.241354365044321e-06
18447	0.08	1.998689227357603e-06
18447	0.09	1.8308396791864363e-06
18447	0.1	2.082614001667105e-06
18447	0.11	1.875388788732584e-06
18447	0.12	2.2326439063133906e-06
18447	0.13	2.236955110345456e-06
18447	0.14	2.0193830075631896e-06
18447	0.15	2.709175672469278e-06
18447	0.16	2.779592007213598e-06
18447	0.17	2.9408310425574417e-06
18447	0.18	2.9868172207194716e-06
18447	0.19	3.211862077770656e-06
18447	0.2	3.7513374257603837e-06
18447	0.21	4.403478909885499e-06
18447	0.22	4.207175413315298e-06
18447	0.23	4.567879495815459e-06
18447	0.24	4.691467348793523e-06
18447	0.25	4.50694781012294e-06
18447	0.26	4.850694489592603e-06
18447	0.27	4.997850258774504e-06
18447	0.28	5.215709776726421e-06
18447	0.29	5.6218252106987944e-06
18447	0.3	5.392756561757709e-06
18447	0.31	4.722508018976558e-06
18447	0.32	5.264857504538775e-06
18447	0.33	6.170210383237998e-06
18447	0.34	5.72558152478846e-06
18447	0.35000000000000003	5.721557734565284e-06
18449	0.0	5.521365290977091e-07
18449	0.01	5.834646123589464e-07
18449	0.02	4.1360316951799835e-07
18449	0.03	1.4862307606794598e-06
18449	0.04	8.823747663365598e-07
18449	0.05	6.47845260960198e-07
18449	0.06	1.2994119142459974e-06
18449	0.07	1.642583764391833e-06
18449	0.08	2.2079263356997322e-06
18449	0.09	1.9032679087760716e-06
18449	0.1	2.6031200500731673e-06
18449	0.11	2.541613537596997e-06
18449	0.12	2.8402362792110827e-06
18449	0.13	2.831901284425668e-06
18449	0.14	3.3294142448293743e-06
18449	0.15	3.315330977576784e-06
18449	0.16	3.933557655237664e-06
18449	0.17	3.844459435616536e-06
18449	0.18	3.857393048186715e-06
18449	0.19	4.339673088137168e-06
18449	0.2	4.544598993259137e-06
18449	0.21	4.863340688631704e-06
18449	0.22	5.030327996980579e-06
18449	0.23	5.288138007187976e-06
18449	0.24	5.353955724127568e-06
18449	0.25	6.0701904461181266e-06
18449	0.26	6.305869608369215e-06
18449	0.27	6.706524184389676e-06
18449	0.28	7.06952757753769e-06
18449	0.29	6.968070572137789e-06
18449	0.3	7.4515002695716335e-06
18449	0.31	8.279538889881029e-06
18449	0.32	7.992412689790982e-06
18449	0.33	8.691690011921756e-06
18449	0.34	8.940590201564002e-06
18449	0.35000000000000003	8.786249090944382e-06
18451	0.0	5.271315451083087e-07
18451	0.01	1.491404205615347e-06
