0	69368.41174286931
2	89135.3589906249
4	77837.60972363729
6	74360.04362369874
8	58331.18148443527
10	55122.03310073254
12	47140.766614397326
14	24681.582699761362
16	27885.39857878593
18	47209.53248862106
20	25426.25413360416
22	22312.828939286817
24	21314.82715300939
26	18127.836816796644
28	16801.785437064493
30	12871.527234825764
32	12859.612056820377
34	13443.190259410758
36	12880.088122644487
38	12572.41825211931
40	11047.737647741686
42	15248.902026918327
44	12185.866804518962
46	10125.165278518316
48	10180.911628407308
50	9305.74717201547
52	9075.024742904938
54	8749.298766375385
56	8698.762005347971
58	8639.518502398629
60	8309.892363120673
62	7811.459412726101
64	111928.74990669558
66	74078.78362843418
68	86097.1299348316
70	56688.72776137476
72	42365.11455183217
74	26490.997430037525
76	38023.82356501241
78	25704.8108532631
80	30782.204972718908
82	28968.122258783602
84	14879.206132160423
86	21506.27926674666
88	18509.36702134723
90	17924.309149577617
92	18790.952652233616
94	15549.744762041075
96	16583.640590737385
98	20454.712384833318
100	15174.549335769982
102	11236.647569567729
104	11259.088349862288
106	11905.482195182653
108	10631.249099925013
110	10934.419503168174
112	9776.919120262228
114	9618.313066366276
116	8987.117612780434
118	8730.77911829148
120	8633.684410388243
122	8278.90910677146
124	8192.525679127604
126	7727.806685937123
128	84197.22928670855
130	97641.54553537104
132	123655.42227695292
134	68405.08180949683
136	28285.123720260857
138	68810.7162155451
140	51572.046188760665
142	44146.6456279943
144	21300.39605940133
146	22874.365382411564
148	21308.640066737786
150	15452.988539883969
152	18293.403862012496
154	17609.625529772184
156	15677.933876979245
158	13421.244794991477
160	14556.885562907613
162	13582.93171773198
164	11850.126541054418
166	11662.233200636598
168	12942.678942974411
170	12197.08283879918
172	12030.204562636129
174	10807.30052282729
176	9650.123071193879
178	9704.492278209895
180	9045.101087783529
182	9095.74751193446
184	8816.534705222064
186	8496.559982578827
188	8238.452367415715
190	7827.199970697247
192	139959.77901793295
194	89042.96161846445
196	79176.11940332055
198	43881.11336092214
200	47383.9693178902
202	46841.82554168844
204	48833.71771631293
206	41003.678346977475
208	110759.0637992652
210	23665.73473689009
212	20568.929533840466
214	20780.166655905807
216	21889.27240551311
218	19652.629992895014
220	16167.41329575832
222	17481.023701260416
224	12821.676612838646
226	13818.768762141704
228	11143.988757499626
230	13995.010670956563
232	12228.498998368954
234	10919.628867573358
236	11439.25224967558
238	10395.8480642466
240	10374.328895336055
242	9315.828398254233
244	9616.824509450013
246	8864.921004790023
248	8664.273943934926
