1000,READ,40973.9086079078,2.4405775137766674e-05,4.815342612901143e-06,0.00269659186322464
1001,READ,73239.70561034043,1.3653796006777147e-05,2.710037910665826e-06,0.0015176212299728626
1002,READ,123744.17864237652,8.081188230195642e-06,1.6089563696438604e-06,0.0009010155670005619
1003,READ,223907.60351302917,4.466127922010518e-06,8.909971722863387e-07,0.0004989584164803496
1004,READ,44599.25213288913,2.2421900641301634e-05,4.4287713049690116e-06,0.0024801119307826464
1005,READ,27370.473325590763,3.6535721838066386e-05,7.160637690187435e-06,0.0040099571065049635
1006,READ,21983.08967657108,4.548951101563172e-05,8.871898345321272e-06,0.004968263073379912
1007,READ,30324.543912444806,3.2976588300462874e-05,6.475731050682954e-06,0.003626409388382454
1008,READ,28711.01092665082,3.482984289737274e-05,6.8326987578656874e-06,0.003826311304404785
1009,READ,26120.720730098245,3.828378283788033e-05,7.496049376746486e-06,0.0041977876509780325
1010,READ,51902.1935914428,1.9267008401835092e-05,3.812269108637164e-06,0.002134870700836812
1011,READ,21551.153586996996,4.640122840585923e-05,9.045208754626665e-06,0.005065316902590933
1012,READ,19085.414932478096,5.239603139559081e-05,1.0180492531585933e-05,0.005701075817688122
1013,READ,18058.83382730362,5.537456125699955e-05,1.0741811321539895e-05,0.006015414340062341
1014,READ,16354.447826429456,6.114544560678834e-05,1.1824210997150765e-05,0.006621558158404429
1015,READ,15705.261491044708,6.367292900982322e-05,1.2296144154221902e-05,0.0068858407263642655
1016,READ,75348.94668747549,1.3271585655307112e-05,2.6347355447233307e-06,0.0014754519050450652
1017,READ,13223.23782864147,7.56244433442772e-05,1.4510378656051442e-05,0.008125812047388808
1018,READ,13820.551660338111,7.235601187105839e-05,1.3907672301028936e-05,0.007788296488576204
1019,READ,11759.605908985848,8.503686328772903e-05,1.623428553458201e-05,0.009091199899365925
1020,READ,11985.262288056269,8.343580440425862e-05,1.594227329869462e-05,0.008927673047268986
1021,READ,11345.025429869696,8.814435949761335e-05,1.6799628121599827e-05,0.009407791748095903
1022,READ,11184.483537870443,8.940958217820426e-05,1.702927160271407e-05,0.009536392097519879
1023,READ,10041.814674114788,9.958359444510985e-05,1.8864694974183678e-05,0.01056422918554286
1024,READ,9684.24346942798,0.000103260518300359,1.9523159577070033e-05,0.010932969363159219
1025,READ,9347.183337713437,0.00010698410032948234,2.0187372453143653e-05,0.011304928573760446
1026,READ,9222.9431966147,0.0001084252584757382,2.0443745402631818e-05,0.011448497425473818
1027,READ,8859.435099782386,0.00011287401383239017,2.123269579134534e-05,0.01189030964315339
1028,READ,8533.960773842924,0.0001171788840493686,2.1992617405527256e-05,0.012315865747095263
1029,READ,8194.948309777019,0.00012202639506669561,2.284422396608003e-05,0.012792765421004817
1030,READ,8230.116716992989,0.00012150495969701956,2.2752826434415997e-05,0.012741582803272958
1031,READ,8169.02986600099,0.00012241355661606033,2.2912053581004132e-05,0.012830750005362315
1032,READ,578063.2193917711,1.7299145948987794e-06,-3.4631841569756246e-07,-0.00019393831279063497
