1000,READ,32486.471314536226,3.0782044326019036e-05,6.052083385738844e-06,0.0033891666960137526
1001,READ,374961.69269139395,2.666939102024573e-06,5.325924011648543e-07,0.0002982517446523184
1002,READ,150122.85341934304,6.661210983025133e-06,1.327291031869497e-06,0.0007432829778469184
1003,READ,149281.74120645167,6.698742873162454e-06,-1.344793292342948e-06,-0.0007530842437120509
1004,READ,62959.6677139759,1.5883184208388354e-05,3.148631080700617e-06,0.0017632334051923455
1005,READ,52963.45823564563,1.8880942319717654e-05,3.73667932889291e-06,0.0020925404241800296
1006,READ,70467.61749652364,1.4190915423660133e-05,2.8158061194969513e-06,0.0015768514269182928
1007,READ,32132.48601711289,3.1121152576474386e-05,6.117613689436465e-06,0.00342586366608442
1008,READ,35261.03377620188,2.835991724879356e-05,5.5833117840633716e-06,0.003126654599075488
1009,READ,33673.26042887229,2.9697153981043523e-05,5.842271448714253e-06,0.0032716720112799815
1010,READ,23549.902669343457,4.246302050758661e-05,8.295346635899391e-06,0.004645394116103659
1011,READ,23070.12889641454,4.334609505174528e-05,8.463771013553233e-06,0.00473971176758981
1012,READ,22096.858211272196,4.525530238004032e-05,8.827349235053976e-06,0.004943315571630226
1013,READ,19139.361327243114,5.2248347418813416e-05,1.0152613411045525e-05,0.005685463510185494
1014,READ,20009.930959440477,4.997518492327483e-05,9.722930057196469e-06,0.005444840832030022
1015,READ,17502.56519750155,5.7134482215369644e-05,1.107262439266735e-05,0.006200669659893716
1016,READ,15928.020225849537,6.278244162304007e-05,1.2130019084186021e-05,0.006792810687144172
1017,READ,13531.380040829337,7.390229207831119e-05,1.4193074022594394e-05,0.00794812145265286
1018,READ,14632.133273977184,6.834273453334863e-05,1.3164708102092732e-05,0.00737223653717193
1019,READ,12858.318204881605,7.777066829940126e-05,1.4904997552319164e-05,0.008346798629298732
1020,READ,13050.431942116256,7.662581625155314e-05,1.4694610784623081e-05,0.008228982039388925
1021,READ,12725.867011319051,7.858010767443568e-05,1.505359039267875e-05,0.0084300106199001
1022,READ,12838.166332606579,7.78927437215223e-05,1.4927415814600543e-05,0.008359352856176304
1023,READ,10759.409049948714,9.294190743726456e-05,1.7668766904479538e-05,0.009894509466508541
1024,READ,10448.015427636426,9.571195667981725e-05,1.8168579188023794e-05,0.010174404345293325
1025,READ,9996.139415610998,0.00010003862075375792,1.8946320442133326e-05,0.010609939447594663
1026,READ,9580.342617339216,0.00010438040057044784,1.9723199456595795e-05,0.011044991695693646
1027,READ,9270.06889752495,0.00010787406340280746,2.0345737357991125e-05,0.01139361292047503
1028,READ,9038.07943379501,0.0001106429753494774,2.0837502062735218e-05,0.011669001155131722
1029,READ,8686.090576181077,0.00011512659132777079,2.163076365650381e-05,0.012113227647642133
1030,READ,11325.50467829565,8.829628598506638e-05,1.6827219828975698e-05,0.009423243104226391
1031,READ,8301.308020035176,0.00012046294362123459,2.2570031370967523e-05,0.012639217567741813
1032,READ,96515.08505864102,1.0361074638150254e-05,-2.0843085061909333e-06,-0.0011672127634669226
1033,READ,115980.01847182144,8.62217486405178e-06,-1.7328016634205258e-06,-0.0009703689315154944
1034,READ,296803.813151583,3.369228950873627e-06,-6.751195843460986e-07,-0.0003780669672338152
1035,READ,57905.65477120384,1.726947055432131e-05,3.420811770306321e-06,0.0019156545913715398
1036,READ,245758.02898979798,4.069043050640321e-06,8.119584295970622e-07,0.00045469672057435483
1037,READ,55880.77610347535,1.7895241793855612e-05,3.5435373821460436e-06,0.0019843809340017843
1038,READ,2168704.2363121584,4.6110483082768424e-07,-9.22447854946146e-08,-5.1657079876984174e-05
1039,READ,41200.73294282323,2.4271412874808827e-05,4.789187974115069e-06,0.0026819452655044386
1040,READ,23753.766605836954,4.209858657760292e-05,8.225792541415054e-06,0.00460644382319243
1041,READ,32417.562677285117,3.084747641131876e-05,6.0647295846930384e-06,0.0033962485674281016
1042,READ,35758.33905423062,2.7965504731173707e-05,5.506859763089925e-06,0.003083841467330358
1043,READ,20701.27161227516,4.830621126709113e-05,9.406775081342283e-06,0.005267794045551678
1044,READ,24815.04814104057,4.0298128551527644e-05,7.881758445869829e-06,0.004413784729687104
1045,READ,19256.60923941653,5.193022237544763e-05,1.0092543965704634e-05,0.005651824620794595
1046,READ,20845.153992813717,4.797278064459231e-05,9.34354408602458e-06,0.005232384688173765
1047,READ,17286.691169890764,5.784797045149729e-05,1.1206559137271391e-05,0.006275673116871979
1048,READ,142025.47039071872,7.04099058604737e-06,-1.4137725584032104e-06,-0.0007917126327057979
1049,READ,14969.826260137372,6.680104248523346e-05,1.2878444140316536e-05,0.0072119287185772605
1050,READ,286032.39394730964,3.49610750796363e-06,6.97855226530437e-07,0.00039079892685704476
1051,READ,14399.915821776753,6.944485039889724e-05,1.3369059183398967e-05,0.007486673142703422
